,name,address,latitude,longitude
0,Starbucks,"865 Market St (5th street), San Francisco, CA 94103",37.784117,-122.407356
1,Starbucks,"780 Market St (at 4th St), San Francisco, CA 94102",37.786145,-122.405612
2,Starbucks,"120 4th St (at Mission St), San Francisco, CA 94103",37.784199,-122.404135
3,Starbucks,"74 New Montgomery St (at Jessie St), San Francisco, CA 94105",37.787664,-122.401113
4,Starbucks,"201 3rd St, San Francisco, CA 94103",37.785019,-122.39981
